内容,时间戳
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1206.81400
换桌子坐对话是不是不一样,546.91500
四号，四号，四号，四号，四号,580.88200
魂宝,248.42400
背景音乐我真的哭死，每听见一个DNA都动了一下…,1781.79400
毕竟熊的健身费用都被各种角色吃掉惹!,322.42800
经典数独啊，每一行每一列和都得是15,652.93300
哇！,1086.26600
笑不活了,1277.11300
都在草神的梦境里,561.27900
熊熊！（扭曲阴暗的爬行,230.28900
院深,816.06700
这个NPC小姐姐好漂亮啊,363.36300
你也玩原神,1950.98300
又到了熟悉的帮忙环节！,1627.74700
华丽10原石真抠门,344.63500
后期剪一刀笑死,1482.22000
哈哈哈哈哈哈哈哈,1803.95000
魂儿！！,231.19800
真的就跟爷一样是工具人,1610.21600
尊嘟假嘟？,916.69900
bgm哈哈哈哈哈哈,1815.70200
什么自动洒水喷头,1301.93300
密码正确,1809.32400
元素视野,1756.55000
过分，怎么不给咱们吃呢,1699.89100
原来你也玩原神,1782.04400
草哈哈哈哈哈哈小尬剧,1809.44000
不尬不看,1256.82400
文殊院,826.13100
莴苣的专业,388.25000
豹哥啊啊啊啊啊啊啊啊,324.63800
哈哈哈哈,1714.68400
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,797.91000
已经没有水了,1451.92300
没掉血也能吃啊前面的,1733.46300
不愧是你哈哈哈哈哈哈哈哈哈,1702.20400
椅子不用摆吗,756.02100
四号是日落果味的！（即答）,586.64000
那看是谁的传说了,136.63700
谁懂boy后面有个猩猩宝宝！好可爱哇！,151.29900
泥巴人给笑拥了,801.36100
北极熊！北极熊！北极熊！,254.45500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,738.78100
应该是假的瓜子，,692.21400
帅,875.34200
厉害,868.84800
哈哈哈哈哈哈哈哈,1711.74200
行李箱找到了？,282.08800
横竖斜十五吗,628.67000
你们需要一个黄发旅行者,917.20600
哈哈哈哈哈,1319.37000
下雨了,1279.97600
看的我好急（bushi,1486.41600
莴苣厉害啊,1466.06200
66666,2434.21300
你要把卢老爷家的酒窖吞了呀,1225.27800
右下角—瓜子均已回收 未有食物浪费,571.06700
应该是九宫格,544.42200
瓜子均已回收 未有食物浪费,571.06700
瓜子均已回收 未有食物浪费,571.06700
我就在桂林，离王哥最近了！！,27.85900
乱撒,1329.29900
这个壶的尖尖不会戳到吗？戳到不得很疼,1145.32000
印度剪辑师？,1800.87600
哈哈哈哈哈哈哈哈,1257.39000
原来,1789.27700
哈哈哈哈哈哈哈,1688.35000
呼呼呼呼,1684.47000
这是武侯祠嘛,376.72300
这一季改成摩拉了，上一季是金币,1122.70700
o.0,931.24200
至少比小尬剧好看。,1242.64200
这是王哥离我最近的一次！！,44.49900
哈哈哈哈哈哈哈,1255.81200
受不了熊好可爱,537.06200
他们是怎么掉血的,1725.86500
米哈游是会玩梗的,2435.47500
莴苣北极熊傻傻分不清楚....,539.00800
不愧是你,1679.29100
我要看小姐姐,28.77900
不愧是莴苣妈妈，太强了吧,1524.61900
北极熊哈哈哈,254.57900
？哈哈哈哈哈,796.92300
哈哈哈哈哈,898.54500
熊真的很喜欢斧子,1620.64400
哎呀好喜欢北极熊,470.09500
我服了啊啊啊啊啊啊啊，这音乐让我回想起那几个小尬剧,1811.77300
我已经感觉听到骨头嘎吱嘎吱的声音了,1273.13400
管泽元？？？,118.14200
“v”，锁定目标,1653.68300
熊熊可爱捏,443.88000
我的钱包呢,107.49500
瓜神诞祭,580.89100
出院,814.88800
啊啊啊啊啊啊啊啊啊啊北极熊啊啊啊啊啊啊啊啊啊,260.92700
北极熊不仅没减肥还胖了,310.88300
有没有原石,948.24200
出院！,708.29300
四川话说什么太怪了 一般用啥子,98.62200
锅巴可爱捏,2215.35000
我不抽心海,268.16000
《 不 忘 初 心 》,2429.44200
不愧是你,1681.68000
o.O,920.32200
哈哈哈哈哈,261.06000
根骨齐全哈哈哈哈哈哈,291.72600
白忙活。,2101.03000
为了熊来看的哈哈哈哈哈哈哈哈哈哈,296.62900
who‘s real champion！,2356.15800
瓜子；我谢谢你,606.17900
熊好像有点社恐的样子,1560.93600
魂儿姐,243.80200
熊！！！！！！！,254.29300
哈哈哈不听人说话的npc,415.77100
哈哈哈哈哈哈,250.35400
锅巴,2080.31900
莴苣牛的牛的,1535.71000
熊是真的饿了,1693.10000
纸巾盒子,2183.84800
你的梦想？是什么！,931.02800
懂了 是剧情,533.50000
王憨憨诶！可爱捏这个表情,153.65200
帮帮我！北极熊熊熊！,514.09100
哈哈哈,1803.38700
撇着也要十五,622.48200
还是电脑版的,939.61100
莴苣快解密,636.64200
258 懂了 是麻将,457.38800
钟老爷子！！,107.78500
好像逃离大英博物馆里的一个片段里的场景,206.47000
《空嘞》,428.90800
院审，启动,816.33500
好惨的北极熊,577.32900
吼吼！来了,49.39900
刚歪琴团长,116.68900
蚌埠住了,2434.43600
战歌起,732.56600
原来你也玩原神,1774.03000
我现在才知道宝箱上原来写的是英语单词,1833.23300
眼神中失去高光哈哈哈哈哈哈,375.34700
要解密了吗,458.07000
北极熊你真吃啊,1710.15300
6,2429.48600
花神淡季,538.43100
行云流水,1457.53800
来自炉灶之魔神的祝福,2077.69100
文殊院？,824.90100
这个通讯仪会炸吗,345.10100
npc哈哈哈,520.63100
我在桂林平乐！！！！！！！,27.57900
救命！boy好白！！,684.53500
呃呃,492.79100
没有卡岩，不够正宗啊,1585.40300
第三个,2419.57800
原石呢，原石救救,786.12800
早吧！,8.49100
那可不得齐全一点哈哈哈,293.04000
想看北极熊在节目里抽卡哈哈哈哈哈哈哈,256.15400
师徒二人,243.00000
换个空桌子啊,555.43900
刚才的摩拉还在老师手上吧？,1592.59600
魂儿确实越来越会打扮了，可能是一开始露脸少,317.90400
熊！！！！！！！！！！！！！！！！！！！！！！！！！！！！,579.63100
少一个呀,188.90500
魂宝好厉害,2231.41800
啊？,12.24200
尬,25.05300
熊？,191.48200
哈哈哈哈哈哈,427.87500
有实力,1834.49300
传送会影响当前剧情任务,617.99700
不愧是妈妈,1468.69600
泽元,115.51000
想到体育课打太极了,1139.69200
我的一些不好的回忆在攻击我sos,561.74800
熊你e起来啊！！！！！！！！,415.63800
莴苣好认真，好厉害,1471.29900
每次这个bgm一响就绷不住 脑子自动放广告,1813.68600
河图洛书,645.02300
茶神诞祭（,572.19500
丢个月桂,663.98300
锅巴吗？,2071.62100
一根骨头都不少,294.57900
哈哈哈哈哈哈哈,800.16000
不愧是你,1686.18000
哈哈哈哈哈哈哈，boy,159.46400
第三个,2418.62900
好辛苦的NPC,600.63700
就是为了熊来看的！！！,253.83000
花神诞祭是吧,535.77300
帮帮我，______,498.86500
换桌,635.48000
离boy最近的一次嘞，他在桂林我在南宁,20.11000
哈哈哈哈,1438.19800
钟离大人！！,105.81400
我以为是子音！,331.94200
曾老师好帅,867.07100
还好这期没原神夫妇了，这俩都凉透了,72.04900
啊？,10.43000
怎么不是胡桃传说,615.06400
院神，,812.51200
好经典的音乐,1809.61200
这锅巴不会是蒋丽吧,1436.90400
NPC主动来？什么时候试装啊？,393.94900
不愧是莴苣妈妈,1473.77700
《五位客官请你们喝新鲜的西北风吧》,416.99900
锅巴,1440.73800
花神诞祭诶,544.32400
教令院,820.81800
左边有个甜甜花酿鸡,198.10500
原来你也玩,1795.14500
BGM太到位了,1814.09700
miss拉满了,1409.61700
北极熊头发长长啦！,259.59100
伸出了蠢蠢欲动的手hhh,1692.09900
P图老师...你这个...,229.98800
不愧是师徒两,1719.86900
我的群伤是挂水的,226.89600
老师的功夫太帅了,1581.35400
你们是我带过最差的一届（狗头,793.95900
不愧是你,1678.35700
哈哈哈,1676.68100
好尬,1240.58100
好烫好烫！！！,27.85000
啊？,9.67500
我服了,26.61900
有人吗,74.80700
《国王的苦茶》,426.32100
水都没了！,1454.13400
这得撒多少瓜子啊,597.31000
看到的人祝你小保底不歪（这条祝福不保熟）,0.00000
谜语人,1634.62200
北极熊肩膀上还有只北极熊,228.52700
爱你不是我的错～～,262.49000
花神诞祭,568.57900
茶杯放去其他桌子  放9个位置肯定数字不够,560.49300
好呆的熊,524.68500
3000个原友好,1330.33900
凉快吧哈哈哈哈哈,1261.48500
王哥这第一个动作手就别住了我笑死,1373.53400
欢迎小伙伴们来四川耍，乐山好吃的多哈,114.23600
帝君！,108.37000
钱忘拿了,1578.58700
wc博爱,285.18700
启动,2434.98900
哈哈哈哈哈,1277.05900
须弥主线是吧,526.84500
哇塞,6.33900
原神！启动！,1808.95400
你也玩原神,1954.91700
可靠的妈！,1088.44700
3000＋,83.81100
魂儿好可爱捏,1865.36800
我活活笑死,1237.63400
花神诞祭是吧,537.23600
原神！启动！,2437.75800
莴苣好可爱啊,196.87400
不是说有蒋丽陶典子音吗,241.10500
boy!!!,165.03400
莴苣妈妈nb,675.26500
还热乎,44.37900
莱欧斯利的狗,252.88100
哈哈哈哈哈哈哈哈,1817.36500
准备给摩拉了,1285.10500
海,14.25600
boy?,9.02100
不是你真吃啊？,1696.52300
原来你也玩（）,1778.74700
哈哈哈,1002.34700
这话一出大事不妙,987.72700
熊啊哈哈哈哈哈哈,260.28600
笑容不是消失了，只是转移了(◦˙▽˙◦),368.03900
你也玩原神？,2086.56900
裂开的任务,335.18600
原来你也玩原神,1797.88300
成名曲,264.33700
管泽元好冷静啊,980.89700
流莹zz,163.96200
啊？,8.74100
啊？,15.20600
明知有诈，为何不避,2425.18200
hhhhh,260.66000
难他天？,1468.75300
妈の专业对口,596.83900
《使命必达》,926.85400
原神,40.84600
h h h h h h h h h h h h h h ha a a a a,118.88800
3000+人正在观看,2423.88000
有实力,888.04800
弹幕呢,1243.09200
不吃火锅，就吃烤匠。烤匠提醒您。。。,96.89700
这个转场有点意思,109.98100
第二个看完啦！,2414.46100
这是什么升级版尴尬小剧场吗,2053.37900
空降40：25,2.19500
5629,9.55300
有实力,742.66200
钟离,106.82900
承包空屏,1020.40900
草,1813.55800
文殊院,826.55400
九宫格？,476.77400
6666,2434.13800
就差在地上画个字了（doge）,1360.29000
锅巴:亻尔女子,1986.05500
花神诞祭,568.59900
第二个,2416.13800
枫丹科学院（bushi）,828.07300
节目组没钱？,421.35100
啊？,7.61800
我不到啊,181.64400
多来几轮一地瓜子,586.96600
什么鬼？哈哈哈哈哈哈哈哈哈哈,1265.91600
一二三行分别为16，37，49,714.89900
6,2436.49600
哈哈哈哈哈,2437.78800
直接解密开始,598.15800
哈哈哈哈哈哈哈哈,260.24400
原来你也,1790.82700
第二个,2409.61600
爱你不是我的错,258.27100
好好好,577.65300
须弥剧情是吧,569.48300
这不把25个648剪进去？,264.66200
原石呢？,771.19800
熟悉的配方,553.28400
果然,2434.21200
赛诺,2279.35800
刚刚那个纸巾盒背后还有一个！！！！,2149.24500
啊？,80.22100
我们仨太强了,1528.40300
原来你也玩原神,1783.01900
熟悉小曲,201.31200
花神诞祭,539.57900
来我家乡嘞,38.18300
这两位！我关注过,260.96500
《口音好评》,13.92600
we  are  伐木累,787.23400
啊？,419.36000
厉害啊,868.78600
左边有一只咕咕鸡,198.20700
数独,546.71400
有没有可能是“你也玩原神”？,2062.39700
？？？？,169.62500
妈妈生的,580.15900
什么九眼桥，这是廊桥,142.31900
院审，启动,820.92200
不是 他们好累呀hhh,589.08500
占领无人区,1241.25300
麻将？女占369，男占258？（不是）,472.13300
花神诞祭,583.59500
1分钟前,10.53500
哈哈哈,1259.24700
芙芙可爱捏,1261.50400
太诱惑了,293.07100
帝君大人！,109.83200
懂了，宝箱密码,463.70500
院审！,824.45100
熟悉的口音,399.67400
原来你也！,10.32200
好家伙，这么早,12.29900
国王的新茶,426.90700
原来！！,13.89800
11111111,180.48600
莴苣麻麻是不是减肥成功了，瘦了好多！,160.47900
院盛,812.47500
够了,1810.88200
帝君！,108.03900
。。。。,2025.89000
占领无人区,89.55800
花钱帮忙了属于是,1128.87700
你也玩元神？,1800.56100
原来你也玩原神？,1785.31800
最爱望舒客栈的BGM了太好听了,201.23300
《蜀中书》,86.89200
真的不如看回放，直播卡死了,93.06200
为啥不是我李伯伯,21.45200
2000位原友好,16.25900
勇闯无人区,81.48500
勇闯无人区,206.77800
9宫格是吧,502.93700
莴苣妈妈好厉害,1528.97700
九眼桥,139.07300
原来你也玩原神,1784.65900
中国boy超级大有钱,172.35400
自由魂 儿的三次方,876.26700
来的最早的一次,154.35300
真就开摆,723.25800
DNA动了,919.28700
王瀚哲怎么懵懵的哈哈哈哈哈,1105.88100
来了,132.29900
帝君！！！！！！,108.04100
豹哥!!!,322.15100
竟然没有经典卡岩,1623.43000
好耶好耶好耶,0.00000
钟离hhh,113.05900
尘世闲游,108.91900
九宫格吗？,599.70500
早！,12.02700
瓜子：没惹,576.30600
最早的一集,0.78700
怎么没人呢,203.49900
怎么没有宝友说话尼,677.76400
原来你也,5.61800
王憨憨啊！！！表情好可爱！！,151.93700
第一个看完！好耶！,2435.06700
海祇岛数独解谜是吧,645.45500
我宣布个事，我是0！,1428.61900
原神，启动！,1207.56700
好早！！,14.90500
哈哈哈,1263.77700
使命必达（谁懂）,0.00000
妈妈哄小孩儿,810.93900
花神诞祭？,557.03300
洛书,759.76800
进循环了,586.09800
好好好,2431.99100
熊侧脸真的比正脸好看哈哈哈哈哈,291.60500
不愧是莴苣麻麻,699.75000
1000多个人，一个弹幕都没有呀,926.00500
可以，尬起来了,592.17800
我是来看熊的哈哈哈好憨啊,292.91900
这熟悉的爆率。。。,762.39700
梅洛彼得堡主线是吧梦回4.1,587.24000
妈妈の直觉,653.27500
霸占空频,142.59000
笑死我了，这三位,581.67300
好像小学做过的填补题,641.37800
口口口口！,914.43000
懂了，北极熊是卷心菜勇者,807.46200
我要看boy玩恐怖游戏——（瘫,15.24800
怎么都成这样了,11.53900
》,914.59600
数独666,501.20300
早的早的,11.95900
莴苣妈妈后期怎么来这里了,1507.62700
数独,639.33700
最早的一集,0.00000
哈哈哈哈，好随意,807.28700
管泽元！,155.11200
花神诞季,637.82300
啊？,21.40100
哈哈哈果然是数独，第一遍出现15我就发现不对劲了,751.03700
数独？,462.66100
王瀚哲：我也认识一个team,786.34800
不愧是莴苣妈妈,713.27800
i祥落泪,325.75400
让我想起了须弥主线,566.95500
好耶！,5.98100
芜湖,9.02300
妈妈我爱你！！,125.13700
梦回花神诞祭了属于,589.72000
不愧是你,699.70500
我猜4.4的沉玉谷可能就是四川了,148.58400
啊啊啊啊啊啊啊钟离老婆,101.15900
这画面 牛,15.08000
好早！,2.62200
好,10.47200
哈哈哈哈哈猩猩好可爱,401.13500
这里算璃月嘛,399.77000
啊？,8.80600
啊？,5.95000
啊？？？双厨狂喜！！,10.59900
啊？,12.82300
家乡小曲,212.18100
阿,9.33500
勇闯无人区,73.86700
啊？,415.59300
七个字太长了，感觉不如____,2318.79100
芜湖,6.61400
哦吼，我第一占个c位,1425.12500
来了来了,10.38700
原来你也玩原神,24.92100
我TM奈啦,13.65900
什么东西？,8.28500
象王行！！！！！,53.31200
1,176.93700
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,252.16400
他们三个怎么换位置了？,303.36000
时隔不到一年，再次相遇。,188.71100
哇,12.45800
哈哈哈哈是根骨奇绝吧,291.15400
北极熊是不是为了上节目减肥了,304.68000
啊？,4.07200
5分钟前,35.78700
好耶,303.14400
《快乐再出发》,198.00800
四分钟54播放太溜了,8.73100
钟离,111.54700
好家伙，你们是真的快,7.11800
甚至网剧的出版号,111.15100
最早的一集,6.54000
又是行李箱的故事？,278.89000
好早！！！！,6.47900
好唉，中国boy,119.48900
占领无人区,74.51500
妈！！！,151.57300
啊？？,19.69900
北极熊露脸了！(●—●),10.74900
啊？,1.63800
最早一次！！,11.67900
来的最早的一集,75.27400
《你小子》,127.36800
前排前排,73.81900
哈？,76.13100
我就在四川！！！！！！！！,9.01900
鬼灵书？？？坎瑞亚的主线么？,28.94100
来早了啊,134.20700
大慈树熊（指粉丝抽卡歪了好多时候自己掏钱补上）↓,254.80900
哇渌华池！！！,87.01500
最早的一集,7.73600
被魂儿盖章修的妈都不认得的美照↓,230.24200
哇，好早！！！,4.04400
啊？,38.14900
0分钟前,19.73900
好早好早,14.51800
第一个看完,2405.45500
好耶,3.94400
啊？,15.67800
